Spectrograph,slitlet,position on slit ,Hexabundle or sky fibre,Bundle/plate,no.cores,ring,Fibre_number,COREnum,Bundle_Xc,Bundle_Yc,Coreradius
Spector,19,34,H,T,61,4,33,33,65.69,-293.35,105.94
Spector,19,35,H,T,61,4,34,34,-38.82,-335.06,106.01
Spector,19,36,H,T,61,4,35,35,-128.71,-268.75,105.46
Spector,19,37,H,T,61,4,36,36,-219.07,-201.34,106.04
Spector,19,38,H,T,61,4,37,37,-308.11,-131.86,106.37
Spector,19,39,H,T,61,4,20,20,-295.17,-18.51,105.92
Spector,19,40,H,T,61,4,21,21,-284.87,92.21,106.31
Spector,19,41,H,T,61,5,40,40,-372.1,161.63,105.76
Spector,19,42,H,T,61,5,39,39,-388,50.54,106.21
Spector,19,43,H,T,61,5,38,38,-398.74,-59.79,106.41
Spector,19,44,H,T,61,5,61,61,-411.89,-172.68,105.94
Spector,19,45,Sky,H1,8,0,8,8,0,0,NA
